
mnist,300,53700,6000,1.1487335960070293,1.5838386022819664,1.573986530303955,62.0,46.97579143389199,47.516666666666666,38.0,53.02420856610801,52.483333333333334,619476,0,0,0,46.2,LM_saliency_scores,0.895,0,963.53,0.35,0.16,0.02
mnist,300,53700,6000,1.1487335960070293,1.5838386022819664,1.573986530303955,62.0,46.97579143389199,47.516666666666666,38.0,53.02420856610801,52.483333333333334,619476,0,0,0,46.2,LM_saliency_scores,0.895,0,1004.75,0.35,0.16,0.02
mnist,300,53700,6000,1.1487335960070293,1.5838386022819664,1.573986530303955,62.0,46.97579143389199,47.516666666666666,38.0,53.02420856610801,52.483333333333334,619476,0,0,0,46.2,LM_saliency_scores,0.895,0,1052.63,0.35,0.16,0.02
mnist,300,53700,6000,1.2651065667470296,1.5669474039437636,1.5727211833000183,59.333333333333336,44.68528864059591,44.86666666666667,40.666666666666664,55.31471135940409,55.13333333333333,619476,0,0,0,44.2,LM_saliency_scores,0.895,1,1096.33,0.35,0.16,0.02
mnist,300,53700,6000,1.1487335960070293,1.5838386022819664,1.573986530303955,62.0,46.97579143389199,47.516666666666666,38.0,53.02420856610801,52.483333333333334,619476,0,0,0,46.2,LM_saliency_scores,0.895,0,990.52,0.35,0.16,0.02
mnist,300,53700,6000,1.2651065667470296,1.5669474039437636,1.5727211833000183,59.333333333333336,44.68528864059591,44.86666666666667,40.666666666666664,55.31471135940409,55.13333333333333,619476,0,0,0,44.2,LM_saliency_scores,0.895,1,1112.01,0.35,0.16,0.02
mnist,300,53700,6000,1.1487335960070293,1.5838386022819664,1.573986530303955,62.0,46.97579143389199,47.516666666666666,38.0,53.02420856610801,52.483333333333334,619476,0,0,0,46.2,LM_saliency_scores,0.895,0,1035.04,0.55,0.35,0.21
mnist,300,53700,6000,1.2651065667470296,1.5669474039437636,1.5727211833000183,59.333333333333336,44.68528864059591,44.86666666666667,40.666666666666664,55.31471135940409,55.13333333333333,619476,0,0,0,44.2,LM_saliency_scores,0.895,1,1182.24,0.55,0.35,0.21
mnist,300,53700,6000,1.4253724336624145,1.7301390800835952,1.7247045437494914,48.333333333333336,37.88454376163873,38.25,51.666666666666664,62.11545623836127,61.75,619476,0,0,0,37.03333333333333,LM_saliency_scores,0.895,2,1190.0,0.55,0.35,0.21
mnist,300,53700,6000,1.18266495068868,1.5266175944850129,1.5102843642234802,64.33333333333333,47.11731843575419,47.699999999999996,35.66666666666667,52.88268156424581,52.300000000000004,619476,0,0,0,47.63333333333333,LM_saliency_scores,0.895,3,1190.18,0.55,0.35,0.21
