dataset,method,hyperparam,val_split,run_idx,file,accuracy,precision_macro,recall_macro,f1_macro,fpr_macro,n_samples
cifar10,Ising,0.5,val0.6,6,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar10\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run6.csv,0.5664,0.5618813438180048,0.564319066101206,0.5618548087958946,0.048167477529605124,5000
cifar10,Ising,0.5,val0.6,7,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar10\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run7.csv,0.544,0.5463284984551007,0.5447889606256506,0.5435200014026911,0.050694936565239344,5000
cifar10,Ising,0.5,val0.6,8,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar10\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run8.csv,0.5604,0.5649348503871696,0.5615088524040794,0.5583064885913245,0.048805236204612926,5000
cifar10,Ising,0.5,val0.6,9,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar10\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run9.csv,0.5482,0.5407157330701732,0.5490631940587731,0.5417927632488453,0.05018594842931081,5000
cifar100,Ising,0.5,val0.895,0,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run0.csv,0.0376,0.010598985804259806,0.03662371288305101,0.012947181470212468,0.009727743347928877,5000
cifar100,Ising,0.5,val0.895,1,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run1.csv,0.0398,0.01296933458083775,0.039951446521260474,0.012566050214688866,0.009701485180749663,5000
cifar100,Ising,0.5,val0.895,2,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run2.csv,0.0302,0.005836663604331922,0.03127304676283026,0.00879195155949322,0.009792329750445814,5000
cifar100,Ising,0.5,val0.895,3,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run3.csv,0.0326,0.005888975301276236,0.030804581308766666,0.008856114523044877,0.009773734338156632,5000
cifar100,Ising,0.5,val0.895,4,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run4.csv,0.0324,0.006866989686517146,0.03164973734704776,0.009635376706929879,0.009776528066662897,5000
cifar100,Ising,0.5,val0.895,5,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run5.csv,0.0358,0.006790711773322049,0.035370182517688455,0.009305793073649142,0.009740678142596793,5000
cifar100,Ising,0.5,val0.895,6,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run6.csv,0.0318,0.012047125398575562,0.0313582081642987,0.011223578331431214,0.009780356306101402,5000
cifar100,Ising,0.5,val0.895,7,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run7.csv,0.0312,0.005371261634375672,0.02985640345152107,0.007715357777277244,0.009792747943427783,5000
cifar100,Ising,0.5,val0.895,8,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run8.csv,0.0342,0.008718843299476949,0.03576191531121678,0.011290344720012035,0.009750981457895637,5000
cifar100,Ising,0.5,val0.895,9,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run9.csv,0.0368,0.01050937140676095,0.034792181199333666,0.012978585043268343,0.009734865486942173,5000
cifar100,Ising,0.5,val0.8,0,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run0.csv,0.1354,0.11058719558830564,0.13868156909103482,0.10211239913169007,0.008733370750701986,5000
cifar100,Ising,0.5,val0.8,1,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run1.csv,0.1354,0.11116139264670227,0.13817094076154585,0.10405481126479417,0.008732418609572239,5000
cifar100,Ising,0.5,val0.8,2,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run2.csv,0.1288,0.11444082126074895,0.12877691307169278,0.09631566637724343,0.00879929737192866,5000
cifar100,Ising,0.5,val0.8,3,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run3.csv,0.1332,0.11190261315921532,0.1309046563806363,0.10225395550173513,0.008756952812992932,5000
cifar100,Ising,0.5,val0.8,4,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run4.csv,0.1284,0.12818586811254534,0.12995886141046642,0.10216524516970833,0.008804258762143122,5000
cifar100,Ising,0.5,val0.8,5,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run5.csv,0.1392,0.11485687251569221,0.13440171376262633,0.0991386606669214,0.00869744672529993,5000
cifar100,Ising,0.5,val0.8,6,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run6.csv,0.1424,0.12883815930766498,0.14391984166396365,0.11587337225031448,0.008662774094356573,5000
cifar100,Ising,0.5,val0.8,7,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run7.csv,0.1334,0.12312056323524884,0.13723584253581775,0.10649159393358096,0.008752580081301439,5000
cifar100,Ising,0.5,val0.8,8,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run8.csv,0.132,0.11738619843170221,0.13360963630246495,0.10451147834196574,0.008767910096883132,5000
cifar100,Ising,0.5,val0.8,9,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run9.csv,0.134,0.1290137229253499,0.1361080738763223,0.11011041052950497,0.008746517047832076,5000
cifar100,Ising,0.5,val0.6,0,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run0.csv,0.264,0.2598608630934899,0.2688648161444542,0.23580613301652353,0.007433968194365141,5000
cifar100,Ising,0.5,val0.6,1,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run1.csv,0.2446,0.23818424044342187,0.24574929638437967,0.21820669591173764,0.007630852576193032,5000
cifar100,Ising,0.5,val0.6,2,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run2.csv,0.2392,0.24373328868460406,0.24043977329620053,0.21165056308321528,0.007683825065442806,5000
cifar100,Ising,0.5,val0.6,3,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run3.csv,0.2742,0.2666097922065554,0.26952158445837787,0.24817946812545183,0.007332977209525645,5000
cifar100,Ising,0.5,val0.6,4,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run4.csv,0.2598,0.2601584369462987,0.2605146569905101,0.2316062789824657,0.007476969762080076,5000
cifar100,Ising,0.5,val0.6,5,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run5.csv,0.2488,0.22784261700668357,0.24316287470533485,0.2146195652587396,0.007589634827867041,5000
cifar100,Ising,0.5,val0.6,6,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run6.csv,0.2476,0.24084228126741966,0.24644378114035848,0.2215313614854379,0.007601576908305866,5000
cifar100,Ising,0.5,val0.6,7,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run7.csv,0.2434,0.23815277134226107,0.24746785081355582,0.21870577350144121,0.007641467598443545,5000
cifar100,Ising,0.5,val0.6,8,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run8.csv,0.2578,0.23595425494615477,0.25813490132975625,0.22779194178883005,0.007497663270355842,5000
cifar100,Ising,0.5,val0.6,9,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251027_083915\cifar100\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run9.csv,0.2576,0.2522710978192484,0.25905296478539774,0.23287128536929105,0.007498967429088042,5000
cifar100,Ising,0.5,val0.1,0,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251029_083327\cifar100\LM_saliency_scores\val0.1\mc_posterior_quantiles_model_0_run0.csv,0.4936,0.49790607469915577,0.49727860774169785,0.47076293936649605,0.005115330278727396,5000
cifar100,Ising,0.5,val0.1,1,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251029_083327\cifar100\LM_saliency_scores\val0.1\mc_posterior_quantiles_model_0_run1.csv,0.4754,0.48507861163831506,0.47648728753703007,0.4480327412620034,0.005298520678431976,5000
cifar100,Ising,0.5,val0.1,2,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251029_083327\cifar100\LM_saliency_scores\val0.1\mc_posterior_quantiles_model_0_run2.csv,0.5038,0.5123585110800744,0.5044602823462819,0.4815943987398651,0.0050117476318960455,5000
cifar100,Ising,0.5,val0.1,3,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251029_083327\cifar100\LM_saliency_scores\val0.1\mc_posterior_quantiles_model_0_run3.csv,0.4428,0.44549142107452594,0.4362255892096743,0.414191193969544,0.005629082184195406,5000
cifar100,Ising,0.5,val0.1,4,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train1_ising70_ft0_do0.0_dc0.5_bdo_0.0_archived_20251029_083327\cifar100\LM_saliency_scores\val0.1\mc_posterior_quantiles_model_0_run4.csv,0.4726,0.4765454369205793,0.47218328960695893,0.4477668789539381,0.005327940396410189,5000
mnist,Dropconnect,0.1,val0.895,0,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run0.csv,0.5441666666666667,0.5337291403896269,0.5329090705048568,0.5284213554446809,0.05060193480993478,6000
mnist,Dropconnect,0.1,val0.895,1,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run1.csv,0.5215,0.5202977689834734,0.5118421728885572,0.511516319089292,0.053135178232674204,6000
mnist,Dropconnect,0.1,val0.895,2,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run2.csv,0.5233333333333333,0.528803907453409,0.5165572835862128,0.5162465212041875,0.052964469858960014,6000
mnist,Dropconnect,0.1,val0.895,3,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run3.csv,0.5706666666666667,0.5845323111440783,0.567021764816568,0.5617183608742612,0.04758769590007482,6000
mnist,Dropconnect,0.1,val0.895,4,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run4.csv,0.5446666666666666,0.5362794887253584,0.5373236414980298,0.5333595742058557,0.05054783126837921,6000
mnist,Dropconnect,0.1,val0.895,5,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run5.csv,0.5766666666666667,0.5660591826799173,0.569779178441611,0.5643649379309782,0.04698880520998294,6000
mnist,Dropconnect,0.1,val0.895,6,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run6.csv,0.5153333333333333,0.49653235031398807,0.5056299711285743,0.491410884720637,0.05381751703389435,6000
mnist,Dropconnect,0.1,val0.895,7,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run7.csv,0.5606666666666666,0.5558563535767741,0.5532835115623065,0.5522427997670578,0.04872934554941348,6000
mnist,Dropconnect,0.1,val0.895,8,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run8.csv,0.573,0.5731746903909409,0.5656351247048971,0.5660015318495706,0.047445086426776036,6000
mnist,Dropconnect,0.1,val0.895,9,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run9.csv,0.56,0.5555982772073709,0.5536636612123014,0.5487938112978699,0.04889333700886632,6000
mnist,Dropconnect,0.1,val0.8,0,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run0.csv,0.9245,0.9235167865405632,0.9227393346227893,0.9229115491504988,0.008375485441865362,6000
mnist,Dropconnect,0.1,val0.8,1,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run1.csv,0.928,0.9270094716130954,0.9263157953265602,0.9264069965971278,0.007993197774759564,6000
mnist,Dropconnect,0.1,val0.8,2,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run2.csv,0.9263333333333333,0.9260687927031874,0.925966331568939,0.9258722821554072,0.008184285545711956,6000
mnist,Dropconnect,0.1,val0.8,3,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run3.csv,0.9168333333333333,0.9159530246487565,0.9153322258993729,0.9155727832576004,0.009233454067944555,6000
mnist,Dropconnect,0.1,val0.8,4,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run4.csv,0.9198333333333333,0.9190362378061623,0.9188773663087313,0.9187608610708209,0.008895956521793303,6000
mnist,Dropconnect,0.1,val0.8,5,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run5.csv,0.9303333333333333,0.9297705587094331,0.9291893230655326,0.9293120692526623,0.007730256031333557,6000
mnist,Dropconnect,0.1,val0.8,6,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run6.csv,0.925,0.9235777574735421,0.9233349740395564,0.9233508527621771,0.00831988184420259,6000
mnist,Dropconnect,0.1,val0.8,7,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run7.csv,0.921,0.9200928165845923,0.9193452152750066,0.9194752784631038,0.008767832571970212,6000
mnist,Dropconnect,0.1,val0.8,8,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run8.csv,0.9198333333333333,0.9186912567491502,0.9188271358199464,0.9185846110724253,0.008890522000145333,6000
mnist,Dropconnect,0.1,val0.8,9,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.8\mc_posterior_quantiles_model_0_run9.csv,0.9188333333333333,0.9191816859975905,0.918023108950656,0.9182445251747723,0.009012090591649967,6000
mnist,Dropconnect,0.1,val0.6,0,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run0.csv,0.9678333333333333,0.9670987236439827,0.9671996274480149,0.9671176919708854,0.0035663843615735638,6000
mnist,Dropconnect,0.1,val0.6,1,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run1.csv,0.9686666666666667,0.968331421231273,0.9678869432049145,0.9680089739079405,0.003476731878986215,6000
mnist,Dropconnect,0.1,val0.6,2,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run2.csv,0.9673333333333334,0.9674347653714379,0.9671037409451871,0.9672329266296918,0.003631190077556279,6000
mnist,Dropconnect,0.1,val0.6,3,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run3.csv,0.968,0.967614914897454,0.9676839744261972,0.9676137590017573,0.0035514420795310225,6000
mnist,Dropconnect,0.1,val0.6,4,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run4.csv,0.9665,0.9659427300925512,0.9661486613977173,0.9660227907930876,0.0037151675568245337,6000
mnist,Dropconnect,0.1,val0.6,5,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run5.csv,0.9706666666666667,0.9701752747053822,0.9703067263293267,0.9702298112250416,0.0032532060994887473,6000
mnist,Dropconnect,0.1,val0.6,6,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run6.csv,0.9676666666666667,0.9668944920754405,0.966985170742573,0.9669279328734774,0.003584019850330649,6000
mnist,Dropconnect,0.1,val0.6,7,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run7.csv,0.9708333333333333,0.9705451450774619,0.9704590910440711,0.9704489791944461,0.0032390202717133424,6000
mnist,Dropconnect,0.1,val0.6,8,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run8.csv,0.9635,0.9632370318949247,0.9628681739940342,0.9629877359461805,0.004052875032521321,6000
mnist,Dropconnect,0.1,val0.6,9,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\mnist\LM_saliency_scores\val0.6\mc_posterior_quantiles_model_0_run9.csv,0.9638333333333333,0.9637887535332428,0.9633537274956041,0.9634993084465153,0.004017817108860204,6000
fashionmnist,Dropconnect,0.1,val0.895,0,C:\My Files\repos\Likelihood-guided-regularization-for-transformers\checkpoints_bulk_LM_saliency_scores_train71_ising0_ft0_do0.0_dc0.0_bdo_0.1_archived_20251017_200511\fashionmnist\LM_saliency_scores\val0.895\mc_posterior_quantiles_model_0_run0.csv,0.6003333333333334,0.6074929846598931,0.6011516885454762,0.6005164894598002,0.04442993341907218,6000
